PDB ID	Ligand Monomer ID	Ligand Name	Receptor Ki (binding affinity)
1UWJ	29715	Pyridoimidazolone, 5o	22
1UWJ	29720	Pyridoimidazolone, 5t	61
1UY6	15374	Purine-Based Inhibitor 1	200000
1UY6	15375	Purine-Based Inhibitor 2	200000
1UY6	15377	Purine-Based Inhibitor 4	15300
1UY6	15378	Purine-Based Inhibitor 5	41000
1UY6	15380	Purine-Based Inhibitor 7	200000
1UY6	15383	Purine-Based Inhibitor 10	14300
1UY6	15384	Purine-Based Inhibitor 11	4100
1UY6	15385	Purine-Based Inhibitor 12	17100
1UY6	50138230	CHEMBL324951	53500
1UY6	50165270	CHEMBL349231	10500
1UY6	50165283	CHEMBL352683	28700
1UY6	50165297	CHEMBL161992	14700
1UY7	15374	Purine-Based Inhibitor 1	200000
1UY7	15375	Purine-Based Inhibitor 2	200000
1UY7	15376	Purine-Based Inhibitor 3	75000
1UY7	15378	Purine-Based Inhibitor 5	41000
1UY7	15379	Purine-Based Inhibitor 6	200000
1UY7	15380	Purine-Based Inhibitor 7	200000
1UY7	15383	Purine-Based Inhibitor 10	14300
1UY7	15384	Purine-Based Inhibitor 11	4100
1UY7	50138230	CHEMBL324951	53500
1UY7	50165270	CHEMBL349231	10500
1UY7	50165283	CHEMBL352683	28700
1UY7	50165297	CHEMBL161992	14700
1UY8	15374	Purine-Based Inhibitor 1	200000
1UY8	15375	Purine-Based Inhibitor 2	200000
1UY8	15376	Purine-Based Inhibitor 3	75000
1UY8	15378	Purine-Based Inhibitor 5	41000
1UY8	15379	Purine-Based Inhibitor 6	200000
1UY8	15380	Purine-Based Inhibitor 7	200000
1UY8	15383	Purine-Based Inhibitor 10	14300
1UY8	15385	Purine-Based Inhibitor 12	17100
1UY8	50138230	CHEMBL324951	53500
1UY8	50165270	CHEMBL349231	10500
1UY8	50165283	CHEMBL352683	28700
1UY8	50165297	CHEMBL161992	14700
1UY9	15374	Purine-Based Inhibitor 1	200000
1UY9	15376	Purine-Based Inhibitor 3	75000
1UY9	15377	Purine-Based Inhibitor 4	15300
1UY9	15378	Purine-Based Inhibitor 5	41000
1UY9	15380	Purine-Based Inhibitor 7	200000
1UY9	15381	Purine-Based Inhibitor 8	30000
1UY9	15383	Purine-Based Inhibitor 10	14300
1UY9	15385	Purine-Based Inhibitor 12	17100
1UY9	50138230	CHEMBL324951	53500
1UY9	50165270	CHEMBL349231	10500
1UY9	50165283	CHEMBL352683	28700
1UY9	50165297	CHEMBL161992	14700
1UYC	15374	Purine-Based Inhibitor 1	200000
1UYC	15375	Purine-Based Inhibitor 2	200000
1UYC	15376	Purine-Based Inhibitor 3	75000
1UYC	15378	Purine-Based Inhibitor 5	41000
1UYC	15379	Purine-Based Inhibitor 6	200000
1UYC	15380	Purine-Based Inhibitor 7	200000
1UYC	15383	Purine-Based Inhibitor 10	14300
1UYC	15384	Purine-Based Inhibitor 11	4100
1UYC	50138230	CHEMBL324951	53500
1UYC	50165270	CHEMBL349231	10500
1UYC	50165283	CHEMBL352683	28700
1UYC	50165297	CHEMBL161992	14700
1UYD	15374	Purine-Based Inhibitor 1	200000
1UYD	15377	Purine-Based Inhibitor 4	15300
1UYD	15378	Purine-Based Inhibitor 5	41000
1UYD	15379	Purine-Based Inhibitor 6	200000
1UYD	15380	Purine-Based Inhibitor 7	200000
1UYD	15381	Purine-Based Inhibitor 8	30000
1UYD	15384	Purine-Based Inhibitor 11	4100
1UYD	15385	Purine-Based Inhibitor 12	17100
1UYD	50138230	CHEMBL324951	53500
1UYD	50165270	CHEMBL349231	10500
1UYD	50165283	CHEMBL352683	28700
1UYD	50165297	CHEMBL161992	14700
1UYE	15375	Purine-Based Inhibitor 2	200000
1UYE	15377	Purine-Based Inhibitor 4	15300
1UYE	15378	Purine-Based Inhibitor 5	41000
1UYE	15379	Purine-Based Inhibitor 6	200000
1UYE	15380	Purine-Based Inhibitor 7	200000
1UYE	15381	Purine-Based Inhibitor 8	30000
1UYE	15383	Purine-Based Inhibitor 10	14300
1UYE	15385	Purine-Based Inhibitor 12	17100
1UYE	50138230	CHEMBL324951	53500
1UYE	50165270	CHEMBL349231	10500
1UYE	50165283	CHEMBL352683	28700
1UYE	50165297	CHEMBL161992	14700
1UYF	15374	Purine-Based Inhibitor 1	200000
1UYF	15375	Purine-Based Inhibitor 2	200000
1UYF	15376	Purine-Based Inhibitor 3	75000
1UYF	15377	Purine-Based Inhibitor 4	15300
1UYF	15378	Purine-Based Inhibitor 5	41000
1UYF	15379	Purine-Based Inhibitor 6	200000
1UYF	15380	Purine-Based Inhibitor 7	200000
1UYF	15381	Purine-Based Inhibitor 8	30000
1UYF	15383	Purine-Based Inhibitor 10	14300
1UYF	15384	Purine-Based Inhibitor 11	4100
1UYF	50165270	CHEMBL349231	10500
1UYF	50165283	CHEMBL352683	28700
1UYH	15374	Purine-Based Inhibitor 1	200000
1UYH	15375	Purine-Based Inhibitor 2	200000
1UYH	15376	Purine-Based Inhibitor 3	75000
1UYH	15378	Purine-Based Inhibitor 5	41000
1UYH	15380	Purine-Based Inhibitor 7	200000
1UYH	15381	Purine-Based Inhibitor 8	30000
1UYH	15383	Purine-Based Inhibitor 10	14300
1UYH	15384	Purine-Based Inhibitor 11	4100
1UYH	50138230	CHEMBL324951	53500
1UYH	50165270	CHEMBL349231	10500
1UYH	50165283	CHEMBL352683	28700
1UYH	50165297	CHEMBL161992	14700
1UYK	15374	Purine-Based Inhibitor 1	200000
1UYK	15375	Purine-Based Inhibitor 2	200000
1UYK	15377	Purine-Based Inhibitor 4	15300
1UYK	15378	Purine-Based Inhibitor 5	41000
1UYK	15379	Purine-Based Inhibitor 6	200000
1UYK	15380	Purine-Based Inhibitor 7	200000
1UYK	15381	Purine-Based Inhibitor 8	30000
1UYK	15384	Purine-Based Inhibitor 11	4100
1UYK	15385	Purine-Based Inhibitor 12	17100
1UYK	50165270	CHEMBL349231	10500
1UYK	50165283	CHEMBL352683	28700
1UYK	50165297	CHEMBL161992	14700
1UYM	15374	Purine-Based Inhibitor 1	200000
1UYM	15375	Purine-Based Inhibitor 2	200000
1UYM	15377	Purine-Based Inhibitor 4	15300
1UYM	15378	Purine-Based Inhibitor 5	41000
1UYM	15380	Purine-Based Inhibitor 7	200000
1UYM	15385	Purine-Based Inhibitor 12	17100
1UYM	50165270	CHEMBL349231	10500
1UYM	50165283	CHEMBL352683	28700
1UYM	50165297	CHEMBL161992	14700
1V1K	7588	4,6-bis anilino pyrimidine deriv. 1	93000
1V1K	7589	4,6-bis anilino pyrimidine deriv. 2	100000
1V1K	7590	4,6-bis anilino pyrimidine deriv. 3	39000
1V1K	7591	4,6-bis anilino pyrimidine deriv. 4	24000
1V1K	7592	4,6-bis anilino pyrimidine deriv. 5	100000
1V1K	7598	4,6-bis anilino pyrimidine deriv. 11	38000
1V1K	7599	4,6-bis anilino pyrimidine deriv. 12	35000
1V1K	7606	2,4-bis anilino pyrimidine deriv. 2	7000
1V1K	7616	2,4-bis anilino pyrimidine deriv. 12	2000
1V1K	7618	2,4-bis anilino pyrimidine deriv. 14	1000
1V1K	7635	4,6 bis anilino pyrimidine deriv. 8	100000
1V1K	7636	4,6 bis anilino pyrimidine deriv. 9	100000
1V1K	7637	4,6 bis anilino pyrimidine deriv. 10	100000
1V1K	7639	4,6 bis anilino pyrimidine deriv. 12	81000
1V1K	7640	4,6 bis anilino pyrimidine deriv. 13	22000
1VJ3	50058401	CHEMBL55764	170
1VJ3	50102500	CHEMBL87549	1910
1VJ3	50102501	CHEMBL85573	580
1VJ3	50102502	CHEMBL314387	1300
1VJ3	50102503	CHEMBL87013	850
1VJ3	50102504	CHEMBL444587	940
1VJ3	50102507	CHEMBL85576	1200
1VJ3	50102509	CHEMBL313131	11080
1VJ3	50102510	CHEMBL87730	3460
1VJ3	50102511	CHEMBL87423	1350
1VJ3	50102517	CHEMBL315297	5290
1VJ3	50102518	CHEMBL313680	590
1VJ3	50102519	CHEMBL85188	1700
1VJ3	50102520	CHEMBL313553	53
1VJ3	50102521	CHEMBL85919	4700
1VJB	20608	4-Hydroxytamoxifen	10
1VJB	22423	4-hydroxytamoxifen (4-OHT) analog, 3	13
1VJB	22424	4-hydroxytamoxifen (4-OHT) analog, 4	130
1VJB	22425	4-hydroxytamoxifen (4-OHT) analog, 5	1300
1VJB	22426	4-hydroxytamoxifen (4-OHT) analog, 6	200
1VJB	22427	4-hydroxytamoxifen (4-OHT) analog, 7	5
1VJB	22428	4-hydroxytamoxifen (4-OHT) analog, 8	160
1VJB	22429	4-hydroxytamoxifen (4-OHT) analog, 9	1000
1VJB	22434	4-hydroxytamoxifen (4-OHT) analog, 14	250
1VJB	22435	GSK 5182	79
1VJB	22436	4-hydroxytamoxifen (4-OHT) analog, 16	790
1VYW	7094	3-Aminopyrazole deriv. 4	99
1VYW	7095	3-Aminopyrazole deriv. 5	960
1VYW	7096	3-Aminopyrazole deriv. 6	10000
1VYW	7097	3-Aminopyrazole deriv. 7	2600
1VYW	7098	3-Aminopyrazole deriv. 9	84
1VYW	7099	3-Aminopyrazole deriv. 10	6000
1VYW	7108	PNU-292137	37
1VYW	7153	3-Phenylacetamidoaminopyrazole deriv. 30	48
1VYW	7154	3-Phenylacetamidoaminopyrazole deriv. 31	74
1VYW	7155	3-Phenylacetamidoaminopyrazole deriv. 32	29
1VYW	7158	3-Phenylacetamidoaminopyrazole deriv. 35	56
1VYW	7159	3-Phenylacetamidoaminopyrazole deriv. 36	4
1VYW	7160	3-Phenylacetamidoaminopyrazole deriv. 37	9
1VYW	7162	3-Phenylacetamidoaminopyrazole deriv. 39	4
1VYW	7165	3-Phenylacetamidoaminopyrazole deriv. 42	38
1VYZ	7127	3-Benzamidoaminopyrazole deriv. 4	290
1VYZ	7128	3-Benzamidoaminopyrazole deriv. 5	34
1VYZ	7129	3-Benzamidoaminopyrazole deriv. 6	85
1VYZ	7130	3-Benzamidoaminopyrazole deriv. 7	705
1VYZ	7131	3-Benzamidoaminopyrazole deriv. 8	165
1VYZ	7132	CS3	362
1VYZ	7133	3-Benzamidoaminopyrazole deriv. 10	990
1VYZ	7134	3-Benzamidoaminopyrazole deriv. 11	1000
1VYZ	7136	3-Benzamidoaminopyrazole deriv. 13	500
1VYZ	7137	3-Benzamidoaminopyrazole deriv. 14	1500
1VYZ	7138	3-Benzamidoaminopyrazole deriv. 15	1000
1VYZ	7140	3-Benzamidoaminopyrazole deriv. 17	10000
1VYZ	7142	3-Benzamidoaminopyrazole deriv. 19	90
1VYZ	7149	3-Benzamidoaminopyrazole deriv. 26	10000
1W0X	5718	Olomoucine	7000
1W0X	7533	(R)-Roscovitine	400
1W0X	10633	purine deriv. 1	800
1W0X	10634	purine deriv. 2	200
1W0X	10635	purine deriv. 3	30
1W0X	10636	purine deriv. 4	8000
1W0X	10638	purine deriv. 6	900
1W0X	10641	purine deriv. 9	4500
1W0X	10909	N6-methyl-(R)-roscovitine	250000
1W0X	11458	H327	50
1W0X	11461	H724	720
1W4O	50118239	CHEMBL130266	647000
1W4O	50292715	CHEMBL445773	77000
1W4O	50292718	CHEMBL513623	203000
1W4O	50292719	CHEMBL444258	172000
1W4O	50292720	CHEMBL460902	179000
1W4O	50292721	CHEMBL504858	41
1W4O	50292722	CHEMBL460741	82000
1W4O	50292723	CHEMBL447360	7100
1W4O	50292724	CHEMBL460901	6000
1W4O	50298711	CHEMBL582887	7000
1W4O	50331792	CHEMBL1288589	193000
1W4O	50342006	CHEMBL1765476	61000
1W4O	50342010	CHEMBL1765479	27
1W6H	7976	Statine-like inhibitor 15	11
1W6H	7977	Statine-like inhibitor 16	2
1W6H	7978	Statine-like inhibitor 17	30
1W6H	7979	Statine-like inhibitor 18	41
1W6H	7982	Statine-like inhibitor 21	74
1W6H	7983	Statine-like inhibitor 22	25
1W6H	7984	Statine-like inhibitor 23	256
1W6H	7985	Statine-like inhibitor 24	68
1W6H	7986	Statine-like inhibitor 25	15
1W6H	50169098	CHEMBL264770	0.90
1W6H	50169109	CHEMBL190290	6
1W82	13354	Urea 16	 8
	14836	diaryl urea compound 5	 3
	31824	pyrazolourea, 1a	 55
	50115188	CHEBI:237257	 100
	50115189	CHEBI:236569	 5
	50115191	CHEBI:237237	 318
	50115195	CHEBI:237587	 12
	50115200	CHEBI:237527	 7
	50115203	CHEBI:236977	 13
	50115205	CHEBI:267907	 7500
	50115212	CHEBI:267250	>1000
	50115215	CHEBI:237570	 8
	50115216	CHEBI:237502	 25
	50115222	CHEBI:237589	 330
1WOK	27719	quinoxaline analogue, 3a	131
1WOK	27720	quinoxaline analogue, 3b	33
1WOK	27721	quinoxaline analogue, 3c	101
1WOK	27722	quinoxaline analogue, 3d	118
1WOK	27723	quinoxaline analogue, 3e	71
1WOK	27724	quinoxaline analogue, 3f	87
1WOK	50093368	CHEMBL132947	8
1WOK	50093369	CHEMBL335226	9
1WOK	50093372	CHEMBL131891	3
1WOK	50300019	CHEMBL576319	1
1WOK	50341859	CHEMBL1767067	30
1X8B	50192346	CHEMBL385828	4400
1X8B	50192349	CHEMBL214253	97
1X8B	50192355	CHEMBL213019	1800
1X8B	50192365	CHEMBL380048	230
1X8B	50192373	CHEMBL214341	130
1X8B	50192375	CHEMBL212798	16000
1X8B	50192379	CHEMBL385194	75
1X8B	50192380	CHEMBL384829	150
1X8B	50192384	CHEMBL214140	89
1X8B	50192385	CHEMBL212660	67
1X8B	50192413	CHEMBL215762	1200
1X8B	50192417	CHEMBL378347	820
1X8B	50192418	CHEMBL384293	40000
1X8B	50192420	CHEMBL211929	150
1X8B	50192429	CHEMBL209541	730
1X8B	50279443	CHEMBL484985	40000
1X8R	50280240	CHEBI:145958	15
1X8R	50280241	CHEBI:145990	90000
1X8R	50280242	CHEBI:145989	7000
1X8R	50281341	CHEMBL317037	1000
1X8R	50281342	CHEMBL449405	90000000
1X8R	50281343	CHEMBL318618	1500
1X8R	50281345	CHEMBL32446	90000000
1X8R	50281988	CHEMBL32352	7000
1X8R	50281989	CHEMBL285416	90000000
1X8R	50281990	CHEMBL33426	1000
1X8R	50281993	CHEMBL287334	1500
1X8R	50281994	CHEMBL430544	90000000
1X8R	50283578	CHEMBL88396	1500
1XBO	13990	Isoxazole carboxylic acid analog 1	6900
1XBO	13991	Isoxazole carboxylic acid analog 2	216000
1XBO	13992	Isoxazole carboxylic acid analog 3	122000
1XBO	13993	Isoxazole carboxylic acid analog 4	60300
1XBO	13994	Isoxazole carboxylic acid analog 5	23000
1XBO	13995	Isoxazole carboxylic acid analog 6	11500
1XBO	13997	Isoxazole carboxylic acid analog 8	920
1XBO	50133280	CHEMBL133541	5700
1XBO	50133281	CHEMBL115406	800000
1Y2D	14785	Pyrazole carboxylic ester 8	270
1Y2D	14786	Pyrazole carboxylic ester 9	880
1Y2D	14787	Pyrazole carboxylic ester 10	19000
1Y2D	14789	Pyrazole carboxylic ester 12	97000
1Y2D	14790	Pyrazole carboxylic ester 13	4600
1Y2D	14791	Pyrazole carboxylic ester 14	21000
1Y2D	14792	Pyrazole carboxylic ester 15	14000
1Y2D	14793	Pyrazole carboxylic ester 16	9100
1Y2D	14794	Pyrazole carboxylic ester 17	2000
1Y2D	14795	Pyrazole carboxylic ester 18	1000
1Y2D	14796	Pyrazole carboxylic ester 19	160
1Y2D	14797	Pyrazole carboxylic ester 20	19
1Y2D	14798	Pyrazole carboxylic ester 21	21
1Y2E	14785	Pyrazole carboxylic ester 8	270
1Y2E	14786	Pyrazole carboxylic ester 9	880
1Y2E	14787	Pyrazole carboxylic ester 10	19000
1Y2E	14789	Pyrazole carboxylic ester 12	97000
1Y2E	14790	Pyrazole carboxylic ester 13	4600
1Y2E	14791	Pyrazole carboxylic ester 14	21000
1Y2E	14792	Pyrazole carboxylic ester 15	14000
1Y2E	14793	Pyrazole carboxylic ester 16	9100
1Y2E	14794	Pyrazole carboxylic ester 17	2000
1Y2E	14795	Pyrazole carboxylic ester 18	1000
1Y2E	14796	Pyrazole carboxylic ester 19	160
1Y2E	14797	Pyrazole carboxylic ester 20	19
1Y2E	14798	Pyrazole carboxylic ester 21	21
1Y2H	14785	Pyrazole carboxylic ester 8	310
1Y2H	14786	Pyrazole carboxylic ester 9	1500
1Y2H	14787	Pyrazole carboxylic ester 10	17000
1Y2H	14789	Pyrazole carboxylic ester 12	160000
1Y2H	14790	Pyrazole carboxylic ester 13	17000
1Y2H	14791	Pyrazole carboxylic ester 14	32000
1Y2H	14792	Pyrazole carboxylic ester 15	19000
1Y2H	14793	Pyrazole carboxylic ester 16	13000
1Y2H	14794	Pyrazole carboxylic ester 17	5900
1Y2H	14795	Pyrazole carboxylic ester 18	840
1Y2H	14796	Pyrazole carboxylic ester 19	350
1Y2H	14797	Pyrazole carboxylic ester 20	56
1Y2H	14798	Pyrazole carboxylic ester 21	33
1Y2J	14785	Pyrazole carboxylic ester 8	310
1Y2J	14786	Pyrazole carboxylic ester 9	1500
1Y2J	14787	Pyrazole carboxylic ester 10	17000
1Y2J	14789	Pyrazole carboxylic ester 12	160000
1Y2J	14790	Pyrazole carboxylic ester 13	17000
1Y2J	14791	Pyrazole carboxylic ester 14	32000
1Y2J	14792	Pyrazole carboxylic ester 15	19000
1Y2J	14793	Pyrazole carboxylic ester 16	13000
1Y2J	14794	Pyrazole carboxylic ester 17	5900
1Y2J	14795	Pyrazole carboxylic ester 18	840
1Y2J	14796	Pyrazole carboxylic ester 19	350
1Y2J	14797	Pyrazole carboxylic ester 20	56
1Y2J	14798	Pyrazole carboxylic ester 21	33
1Y57	13530	Imatinib	10000
1Y57	50175491	CHEMBL20867	100000
1Y57	50175493	CHEMBL277931	15700
1Y57	50240407	CHEMBL20926	100000
1Y57	50287090	CHEMBL21162	100000
1Y57	50290411	CHEMBL58580	100000
1Y57	50290412	CHEMBL418279	100000
1Y57	50290414	CHEMBL55742	44000
1Y57	50290417	CHEMBL418270	9000
1Y57	50290421	CHEMBL55592	78000
1Y57	50290422	CHEMBL56904	7800
1Y57	50290428	CHEMBL292866	90000
1Y57	50290429	CHEMBL299707	100000
1Y57	50290430	CHEMBL59036	100000
1Y6Q	22110	Azetidine based compound, 43	0.84
1Y6Q	22112	Azetidine based compound, 44	0.45
1Y6Q	22113	(3R,4S)-1-[(9-Deazaadenin-9-yl)methyl]-3-hydroxy-4-methylthiomethylpyrrolidine, 7	0.07
1Y6Q	36435	(3R,4S)-1-[(9-Deaza-adenin-9-yl)methyl]-4-ethylthio-methyl-3-hydroxypyrrolidine, 8	0.07
1Y6Q	36436	(3R,4S)-1-[(9-Deaza-adenin-9-yl)methyl]-4-ethylthio-methyl-3-hydroxypyrrolidine, 9	0.21
1Y6Q	36494	ImmA-Et	0.03
1Y6Q	36495	ImmA-Bn	0.01
1Y6Q	36496	ImmA-pClPh	0.00
1Y6Q	36497	DADMe-ImmA-Bn	0.00
1Y6Q	36498	DADMe-ImmA-p-ClPh	0.00
1Y6Q	50170093	ImmA-Me	0.08
1Y6Q	50183258	CHEMBL207655	2
1Y8Y	11428	pyrazolo[1,5-a]pyrimidine 9a	59
1Y8Y	11430	pyrazolo[1,5-a]pyrimidine 9c	7
1Y8Y	11431	pyrazolo[1,5-a]pyrimidine 9d	8
1Y8Y	11432	pyrazolo[1,5-a]pyrimidine 9e	10
1Y8Y	11433	pyrazolo[1,5-a]pyrimidine 9f	61
1Y8Y	11436	pyrazolo[1,5-a]pyrimidine 9i	2100
1Y8Y	11438	pyrazolo[1,5-a]pyrimidine 9k	1200
1Y8Y	11440	pyrazolo[1,5-a]pyrimidine 9m	11
1Y8Y	11441	pyrazolo[1,5-a]pyrimidine 9n	16
1Y8Y	11442	sulfonylphenylamino analogue 8a	2000
1Y8Y	11443	sulfonylphenylamino analogue 8b	230
1Y8Y	11451	triazolo[1,5-a]pyrimidine 13	400
1Y8Y	11454	triazolo[1,5-a]pyrimidine 16	250
1Y8Y	11455	triazolo[1,5-a]pyrimidine 17	260
1Y8Y	24632	pyrazolo[1,5-a]pyrimidine-3-carbonitrile, 11	1500
1Y91	11428	pyrazolo[1,5-a]pyrimidine 9a	59
1Y91	11429	pyrazolo[1,5-a]pyrimidine 9b	4
1Y91	11430	pyrazolo[1,5-a]pyrimidine 9c	7
1Y91	11431	pyrazolo[1,5-a]pyrimidine 9d	8
1Y91	11432	pyrazolo[1,5-a]pyrimidine 9e	10
1Y91	11433	pyrazolo[1,5-a]pyrimidine 9f	61
1Y91	11434	pyrazolo[1,5-a]pyrimidine 9g	92
1Y91	11435	pyrazolo[1,5-a]pyrimidine 9h	17
1Y91	11436	pyrazolo[1,5-a]pyrimidine 9i	2100
1Y91	11437	pyrazolo[1,5-a]pyrimidine 9j	1200
1Y91	11439	pyrazolo[1,5-a]pyrimidine 9l	2
1Y91	11441	pyrazolo[1,5-a]pyrimidine 9n	16
1Y91	11449	triazolo[1,5-a]pyrimidine 11	730
1Y91	11452	triazolo[1,5-a]pyrimidine 14	270
1Y91	11453	triazolo[1,5-a]pyrimidine 15	120
1YKR	6662	aminoimidazo[1,2-a]pyridine deriv. 2a	1210
1YKR	6663	aminoimidazo[1,2-a]pyridine deriv. 2b	2860
1YKR	6664	aminoimidazo[1,2-a]pyridine deriv. 2c	13850
1YKR	6665	aminoimidazo[1,2-a]pyridine deriv. 2d	17730
1YKR	6666	aminoimidazo[1,2-a]pyridine deriv. 2e	1630
1YKR	6667	aminoimidazo[1,2-a]pyridine deriv. 2f	2720
1YKR	6668	aminoimidazo[1,2-a]pyridine deriv. 2g	1540
1YKR	6669	aminoimidazo[1,2-a]pyridine deriv. 2h	12090
1YKR	6670	aminoimidazo[1,2-a]pyridine deriv. 2i	560
1YKR	6671	aminoimidazo[1,2-a]pyridine deriv. 2j	250
1YKR	6672	aminoimidazo[1,2-a]pyridine deriv. 2k	670
1YKR	6673	aminoimidazo[1,2-a]pyridine deriv. 2l	740
1YKR	6674	aminoimidazo[1,2-a]pyridine deriv. 2m	20000
1YKR	6675	aminoimidazo[1,2-a]pyridine deriv. 2n	20000
1YKR	6702	aminoimidazo[1,2-a]pyridine deriv. 21	52
1YZ3	13014	SKF 64139	300
1YZ3	50018238	CHEMBL541797	3
1YZ3	50028901	CHEMBL351394	2000
1YZ3	50028906	CHEMBL541610	10000
1YZ3	50028908	CHEMBL556970	100
1YZ3	50028909	CHEMBL165132	2000
1YZ3	50028910	CHEMBL535351	1000
1YZ3	50028911	CHEMBL538304	2000
1YZ3	50028912	CHEMBL165425	7000
1YZ3	50028913	CHEMBL351378	5000
1YZ3	50029099	CHEMBL149535	300
1YZ3	50029101	CHEMBL149816	200
1YZ3	50029102	CHEMBL149023	29
1YZ3	50029107	CHEMBL146188	200
1YZ3	50029108	CHEMBL356439	20
1Z3N	16469	Lidorestat	5
1Z3N	16472	Indoleacetic Acid Inhibitor 30	11
1Z3N	16473	Indoleacetic Acid Inhibitor 31	10
1Z3N	16474	Indoleacetic Acid Inhibitor 32	11
1Z3N	16475	Indoleacetic Acid Inhibitor 33	13
1Z3N	16476	Indoleacetic Acid Inhibitor 34	8
1Z3N	16480	Indoleacetic Acid Inhibitor 37	53
1Z3N	16482	Indoleacetic Acid Inhibitor 38	7
1Z3N	16483	Indoleacetic Acid Inhibitor 39	8
1Z3N	16484	Indoleacetic Acid Inhibitor 40	10
1Z3N	16486	Indoleacetic Acid Inhibitor 42	25
1Z3N	16488	Indoleacetic Acid Inhibitor 44	7
1Z3N	16489	Indoleacetic Acid Inhibitor 45	9
1Z3N	16491	Indoleacetic Acid Inhibitor 47	6
1Z3N	16495	Indoleacetic Acid Inhibitor 51	163
1Z89	16315	Pyridazinone	0.84
1Z89	16456	benzofuran, 22	150
1Z89	16457	benzofuran, 23	25
1Z89	16629	Heterocyclic Sulfonylpyridazinone, 19j	140
1Z89	16630	Heterocyclic Sulfonylpyridazinone, 19k	230
1Z89	16631	Heterocyclic Sulfonylpyridazinone, 19l	87
1Z89	16632	Heterocyclic Sulfonylpyridazinone, 19n	190
1Z89	16633	Heterocyclic Sulfonylpyridazinone, 19o	3
1Z89	16634	Heterocyclic Sulfonylpyridazinone, 19p	5
1Z89	16635	Heterocyclic Sulfonylpyridazinone, 19q	13
1Z89	16636	Heterocyclic Sulfonylpyridazinone, 19r	6
1Z89	16637	Heterocyclic Sulfonylpyridazinone, 19s	92
1Z8A	16315	Pyridazinone	0.84
1Z8A	16456	benzofuran, 22	150
1Z8A	16457	benzofuran, 23	25
1Z8A	16629	Heterocyclic Sulfonylpyridazinone, 19j	140
1Z8A	16630	Heterocyclic Sulfonylpyridazinone, 19k	230
1Z8A	16631	Heterocyclic Sulfonylpyridazinone, 19l	87
1Z8A	16632	Heterocyclic Sulfonylpyridazinone, 19n	190
1Z8A	16633	Heterocyclic Sulfonylpyridazinone, 19o	3
1Z8A	16634	Heterocyclic Sulfonylpyridazinone, 19p	5
1Z8A	16635	Heterocyclic Sulfonylpyridazinone, 19q	13
1Z8A	16636	Heterocyclic Sulfonylpyridazinone, 19r	6
1Z8A	16637	Heterocyclic Sulfonylpyridazinone, 19s	92
1Z95(>99%)	18678	(R)-Bicalutamide	 11
	18679	Bicalutamide Analogue, (R)-5	 90
	18689	Bicalutamide Analogue, (R)-15	 10.7
	18682	Bicalutamide Analogue, (R)-8	 230
	18681	Bicalutamide Analogue, (R)-7	 0.6
	18684	Bicalutamide Analogue, (R)-10	 140
	18683	Bicalutamide Analogue, (R)-9	 41
	18686	Bicalutamide Analogue, (R)-12	>1000
	18685	Bicalutamide Analogue, (R)-11	 1.65
	18688	Bicalutamide Analogue, (R)-14	>1000
	18687	Bicalutamide Analogue, (R)-13	 100
	18680	Bicalutamide Analogue, (R)-6	 65
	18697	Bicalutamide Analogue, (S)-11	 200
	18696	Bicalutamide Analogue, (S)-8	 130
	18695	Bicalutamide Analogue, (S)-7	 430
	18694	Bicalutamide Analogue, (S)-6	>1000
	18693	Bicalutamide Analogue, (S)-5	 800
	18692	(S)-Bicalutamide	 365
	18691	Bicalutamide Analogue, (R)-17	 360
	18690	Bicalutamide Analogue, (R)-16	 130
1ZD2	25731	Urea-based compound, 12	52
1ZD2	41921	cid_840783	12
1ZD2	50124656	CHEMBL11552	550
1ZD2	50124658	CHEMBL11524	3090
1ZD2	50124660	CHEMBL11448	19050
1ZD2	50143911	CHEMBL70175	500000
1ZD2	50143914	CHEMBL66380	500000
1ZD2	50143925	CHEMBL67158	140
1ZD2	50143930	CHEMBL66518	70000
1ZD2	50192936	CHEMBL219695	36000
1ZD2	50192966	CHEMBL434374	100000
1ZD2	50223393	CHEMBL398166	482
1ZD3	25731	Urea-based compound, 12	52
1ZD3	25734	Urea-based compound, 15	37000
1ZD3	25735	Urea-based compound, 16	100000
1ZD3	25737	Urea-based compound, 18	100
1ZD3	50143916	CHEMBL302070	1020
1ZD3	50143925	CHEMBL67158	140
1ZD3	50143928	CHEMBL432525	1600
1ZD3	50143940	CHEMBL66499	253000
1ZD3	50192936	CHEMBL219695	36000
1ZD3	50192957	CHEMBL220415	6200
1ZD3	50192964	CHEMBL219974	3200
1ZD3	50192966	CHEMBL434374	100000
1ZD3	50217478	CHEMBL397197	153
1ZD3	50217480	CHEMBL231584	1400
1ZD3	50390718	CHEMBL2070331	1160
1ZD4	25731	Urea-based compound, 12	52
1ZD4	25735	Urea-based compound, 16	100000
1ZD4	25737	Urea-based compound, 18	100
1ZD4	50143908	CHEMBL304297	358000
1ZD4	50143911	CHEMBL70175	500000
1ZD4	50143925	CHEMBL67158	140
1ZD4	50143940	CHEMBL66499	253000
1ZD4	50192936	CHEMBL219695	36000
1ZD4	50192957	CHEMBL220415	6200
1ZD4	50192964	CHEMBL219974	3200
1ZD4	50192966	CHEMBL434374	100000
1ZD4	50192983	CHEMBL219095	1800
