PDBID	LigandMonomerID	LigandName	ReceptorKi(binding affinity)	log(Ki)
1OIR	7651.0	Imidazo[1,2-a]pyridine deriv. 1b	8800.0	3.9444826721501687
1OIR	7652.0	Imidazo[1,2-a]pyridine deriv. 1c	150.0	2.1760912590556813
1OIR	7653.0	Imidazo[1,2-a]pyridine deriv. 1d	620.0	2.792391689498254
1OIR	7657.0	Imidazo[1,2-a]pyridine deriv. 1h	3.0	0.47712125471966244
1OIR	7658.0	sulfonamide deriv. 3a	3.0	0.47712125471966244
1OIR	7660.0	sulfonamide deriv. 3c	4.0	0.6020599913279624
1OIU	5530.0	O6-Cyclohexylmethylguanine deriv. 2	970.0	2.9867717342662448
1OIU	5533.0	O6-Cyclohexylmethylguanine deriv. 17	6800.0	3.832508912706236
1OIU	5538.0	O6-Cyclohexylmethylguanine deriv. 22	1700.0	3.230448921378274
1OIU	5541.0	O6-Cyclohexylmethylguanine deriv. 25	69.0	1.8388490907372552
1OIU	5542.0	O6-Cyclohexylmethylguanine deriv. 26	650.0	2.8129133566428557
1OIU	5544.0	NU6102	5.0	0.6989700043360189
1OIU	5545.0	O6-Cyclohexylmethylguanine deriv. 28	7.0	0.8450980400142568
1OIU	5546.0	O6-Cyclohexylmethylguanine deriv. 29	56.0	1.7481880270062005
1OIU	5547.0	O6-Cyclohexylmethylguanine deriv. 30	63.0	1.7993405494535817
1OIU	5548.0	O6-Cyclohexylmethylguanine deriv. 31	100.0	2.0
1OIU	5549.0	O6-Cyclohexylmethylguanine deriv. 32	70.0	1.845098040014257
1OIU	5550.0	O6-Cyclohexylmethylguanine deriv. 33	210.0	2.322219294733919
1OIY	5530.0	O6-Cyclohexylmethylguanine deriv. 2	970.0	2.9867717342662448
1OIY	5536.0	O6-Cyclohexylmethylguanine deriv. 20	400.0	2.6020599913279625
1OIY	5541.0	O6-Cyclohexylmethylguanine deriv. 25	69.0	1.8388490907372552
1OIY	5542.0	O6-Cyclohexylmethylguanine deriv. 26	650.0	2.8129133566428557
1OIY	5551.0	O6-Cyclohexylmethylguanine deriv. 34	64.0	1.806179973983887
1OIY	5552.0	O6-Cyclohexylmethylguanine deriv. 36	200.0	2.3010299956639813
1OIY	5553.0	O6-Cyclohexylmethylguanine deriv. 37	200.0	2.3010299956639813
1OIY	5554.0	O6-Cyclohexylmethylguanine deriv. 38	300.0	2.4771212547196626
1OIY	5555.0	O6-Cyclohexylmethylguanine deriv. 39	800.0	2.9030899869919438
1OIY	5557.0	O6-Cyclohexylmethylguanine deriv. 41	130.0	2.113943352306837
1OIY	5558.0	O6-Cyclohexylmethylguanine deriv. 42	300.0	2.4771212547196626
1ONY	13967.0	Oxalylarylaminobenzoic Acid Analog 19	100000.0	5.0
1ONY	13968.0	Oxalylarylaminobenzoic Acid Analog 20	9800.0	3.9912260756924947
1ONY	13969.0	Oxalylarylaminobenzoic Acid Analog 21	9100.0	3.9590413923210934
1ONY	13971.0	Oxalylarylaminobenzoic Acid Analog 12b	1200.0	3.0791812460476247
1ONY	13972.0	Oxalylarylaminobenzoic Acid Analog 12c	1200.0	3.0791812460476247
1ONY	13973.0	Oxalylarylaminobenzoic Acid Analog 12d	1500.0	3.1760912590556813
1ONY	13975.0	Oxalylarylaminobenzoic Acid Analog 17	170.0	2.230448921378274
1ONY	15809.0	oxalyl-aryl-amino benzoic acid-based inhibitor 8d	2500.0	3.3979400086720375
1ONY	15810.0	oxalyl-aryl-amino benzoic acid-based inhibitor 8e	3400.0	3.531478917042255
1ONY	15818.0	oxalyl-aryl-amino benzoic acid-based inhibitor 18	130.0	2.113943352306837
1ONY	15820.0	oxalyl-aryl-amino benzoic acid-based inhibitor 20	470.0	2.6720978579357175
1ONY	15821.0	oxalyl-aryl-amino benzoic acid-based inhibitor 21	540.0	2.7323937598229686
1ONY	15822.0	oxalyl-aryl-amino benzoic acid-based inhibitor 22	1700.0	3.230448921378274
1ONZ	13951.0	diaryloxamic acid 1	100000.0	5.0
1ONZ	13953.0	Oxalylarylaminobenzoic Acid Analog 12a	1100.0	3.041392685158225
1ONZ	13957.0	Oxalylarylaminobenzoic Acid Analog 8a	39000.0	4.5910646070264995
1ONZ	13958.0	Oxalylarylaminobenzoic Acid Analog 8b	17000.0	4.230448921378274
1ONZ	13960.0	Oxalylarylaminobenzoic Acid Analog 8d	60000.0	4.778151250383644
1ONZ	13961.0	Oxalylarylaminobenzoic Acid Analog 8e	35000.0	4.544068044350276
1ONZ	13962.0	Oxalylarylaminobenzoic Acid Analog 8f	24000.0	4.380211241711606
1ONZ	50118757.0	CHEMBL337326	1700000.0	6.230448921378274
1ONZ	50118768.0	CHEMBL138713	1100000.0	6.041392685158225
1ONZ	50118777.0	CHEMBL337132	1100000.0	6.041392685158225
1ONZ	50118789.0	CHEMBL139050	23000.0	4.361727836017593
1OQ5	11639.0	Celecoxib	21000.0	4.3222192947339195
1OQ5	13064.0	SC-125	100000.0	5.0
1OQ5	13065.0	SC-560	100000.0	5.0
1OQ5	13067.0	LeadQuest Compound 1	21.0	1.3222192947339193
1OQ5	50141778.0	CHEMBL170151	400.0	2.6020599913279625
1OQ5	50141788.0	CHEMBL170588	210.0	2.322219294733919
1OQ5	50141791.0	CHEMBL446175	620.0	2.792391689498254
1OQ5	50141803.0	CHEMBL170145	440.0	2.6434526764861874
1OQ5	50262062.0	CHEMBL513184	8.0	0.9030899869919435
1OQ5	50262063.0	CHEMBL469220	19.0	1.2787536009528289
1OQ5	50262064.0	CHEMBL469221	34.0	1.5314789170422551
1P2A	10115.0	trisubstituted naphthostyril analogue 6a	18.0	1.255272505103306
1P2A	10116.0	trisubstituted naphthostyril analogue 6b	77.0	1.8864907251724818
1P2A	10121.0	trisubstituted naphthostyril analogue 7a	54.0	1.7323937598229686
1P2A	10122.0	trisubstituted naphthostyril analogue 7b	12.0	1.0791812460476249
1P2A	10123.0	trisubstituted naphthostyril analogue 7c	48.0	1.6812412373755872
1P2A	10124.0	trisubstituted naphthostyril analogue 7d	65.0	1.8129133566428555
1P2A	10125.0	trisubstituted naphthostyril analogue 7e	294.0	2.4683473304121573
1P2A	10126.0	trisubstituted naphthostyril analogue 7f	127.0	2.103803720955957
1P2A	10127.0	trisubstituted naphthostyril analogue 7g	5500.0	3.7403626894942437
1P2A	10135.0	trisubstituted naphthostyril analogue 4a	204.0	2.3096301674258988
1P2A	10136.0	trisubstituted naphthostyril analogue 4b	376.0	2.575187844927661
1P2A	10137.0	trisubstituted naphthostyril analogue 4c	72.0	1.8573324964312685
1P2A	10138.0	trisubstituted naphthostyril analogue 4d	124.0	2.093421685162235
1P2A	10139.0	trisubstituted naphthostyril analogue 4e	5.0	0.6989700043360189
1P2A	10140.0	trisubstituted naphthostyril analogue 4f	7.0	0.8450980400142568
1PBQ	50001262.0	CHEMBL299155	5400.0	3.7323937598229686
1PBQ	50001266.0	CHEMBL50267	40.0	1.6020599913279623
1PBQ	50004950.0	CHEMBL51773	100000.0	5.0
1PBQ	50004960.0	CHEMBL301556	980.0	2.9912260756924947
1PBQ	50005034.0	CHEMBL22895	14.0	1.146128035678238
1PBQ	50052625.0	CHEMBL42915	33.0	1.5185139398778875
1PBQ	50280272.0	CHEMBL43307	9000.0	3.9542425094393248
1PBQ	50280277.0	CHEMBL42415	810.0	2.90848501887865
1PBQ	50280805.0	CHEMBL166426	7040.0	3.847572659142112
1PBQ	50280806.0	CHEMBL168873	14800.0	4.1702617153949575
1PBQ	50280807.0	CHEMBL413345	650.0	2.8129133566428557
1PBQ	50283029.0	CHEMBL63386	69000.0	4.838849090737256
1PBQ	50283030.0	CHEMBL62372	1000000.0	6.0
1PF8	7238.0	SU9516	110.0	2.041392685158225
1PF8	7239.0	pyrrollylactone indolinone driv. 15a	40.0	1.6020599913279623
1PF8	7253.0	pyrrollylactam indolinone driv. 16a	250.0	2.3979400086720375
1PF8	10073.0	C-5 substituted oxindole inhibitor  4a	5355.0	3.7287594751678745
1PF8	10074.0	C-5 substituted oxindole inhibitor 4b	847.0	2.9278834103307068
1PF8	10075.0	C-5 substituted oxindole inhibitor 4c	209.0	2.3201462861110542
1PF8	10076.0	C-5 substituted oxindole inhibitor 4d	39.0	1.591064607026499
1PF8	10084.0	C-4 substituted oxindole inhibitor 7h	4.0	0.6020599913279624
1PF8	10086.0	C-4 substituted oxindole inhibitor 7j	6.0	0.7781512503836436
1PF8	10087.0	C-4 substituted oxindole inhibitor 7k	5.0	0.6989700043360189
1PF8	10088.0	C-4 substituted oxindole inhibitor 7l	5.0	0.6989700043360189
1PF8	10089.0	C-4 substituted oxindole inhibitor 7m	5.0	0.6989700043360189
1PF8	10090.0	C-4 substituted oxindole inhibitor 7n	5.0	0.6989700043360189
1PF8	10091.0	C-4 substituted oxindole inhibitor 7o	3.0	0.47712125471966244
1PF8	10094.0	oxindole inhibitor 6	1000.0	3.0
1PKD	6742.0	1,7-Annulated indolocarbazole deriv. 13Aa	219.0	2.3404441148401185
1PKD	6745.0	1,7-Annulated indolocarbazole deriv. 13Ab	79.0	1.8976270912904414
1PKD	6760.0	K-252a	260.0	2.4149733479708178
1PKD	6763.0	SB-218078	680.0	2.832508912706236
1PKD	6770.0	indolocarbazole deriv. 4d	180.0	2.255272505103306
1PKD	6772.0	indolocarbazole deriv. 4e	160.0	2.2041199826559246
1PKD	6781.0	indolocarbazole deriv. 4j	60.0	1.7781512503836436
1PKD	17054.0	UCN-01	30.0	1.4771212547196624
1PKD	17140.0	SB218078	6.0	0.7781512503836436
1PKD	50059889.0	CHEMBL162	12.0	1.0791812460476249
1PQC	19993.0	T0901317	20.0	1.3010299956639813
1PQC	50179862.0	CHEMBL203824	2200.0	3.342422680822206
1PQC	50179868.0	CHEMBL203454	10000.0	4.0
1PQC	50179869.0	CHEMBL203682	20.0	1.3010299956639813
1PQC	50179871.0	CHEMBL383657	10000.0	4.0
1PQC	50390722.0	CHEMBL2070345	160.0	2.2041199826559246
1PQC	50390725.0	CHEMBL2070348	3600.0	3.5563025007672873
1PQC	50390729.0	CHEMBL2070352	4100.0	3.6127838567197355
1PQC	50390730.0	CHEMBL2070353	30000.0	4.477121254719663
1PQC	50390734.0	CHEMBL2070357	1100.0	3.041392685158225
1PQC	50390770.0	CHEMBL2069318	10000.0	4.0
1PXL	8040.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 11	80.0	1.9030899869919435
1PXL	8041.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 12	20000.0	4.301029995663981
1PXL	8042.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 13	670.0	2.8260748027008264
1PXL	8043.0	CS13	151.0	2.1789769472931693
1PXL	8045.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 16	100.0	2.0
1PXL	8046.0	CS14	121.0	2.0827853703164503
1PXL	8047.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 18	20000.0	4.301029995663981
1PXL	8048.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 19	20000.0	4.301029995663981
1PXL	8049.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 20	290.0	2.462397997898956
1PXL	8053.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 24	140.0	2.146128035678238
1PXL	8063.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 34	4100.0	3.6127838567197355
1PXL	8064.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 35	400.0	2.6020599913279625
1PXL	8066.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 37	220.0	2.342422680822206
1PXM	8040.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 11	80.0	1.9030899869919435
1PXM	8041.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 12	20000.0	4.301029995663981
1PXM	8042.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 13	670.0	2.8260748027008264
1PXM	8043.0	CS13	151.0	2.1789769472931693
1PXM	8045.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 16	100.0	2.0
1PXM	8046.0	CS14	121.0	2.0827853703164503
1PXM	8050.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 21	60.0	1.7781512503836436
1PXM	8053.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 24	140.0	2.146128035678238
1PXM	8056.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 27	110.0	2.041392685158225
1PXM	8063.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 34	4100.0	3.6127838567197355
1PXM	8064.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 35	400.0	2.6020599913279625
1PXM	8066.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 37	220.0	2.342422680822206
1PXN	8051.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 22	110.0	2.041392685158225
1PXN	8052.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 23	10000.0	4.0
1PXN	8054.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 25	70.0	1.845098040014257
1PXN	8055.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 26	30.0	1.4771212547196624
1PXN	8058.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 29	60.0	1.7781512503836436
1PXN	8059.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 30	800.0	2.9030899869919438
1PXN	8060.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 31	160.0	2.2041199826559246
1PXN	8061.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 32	2.0	0.3010299956639812
1PXO	8051.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 22	110.0	2.041392685158225
1PXO	8052.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 23	10000.0	4.0
1PXO	8054.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 25	70.0	1.845098040014257
1PXO	8055.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 26	30.0	1.4771212547196624
1PXO	8056.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 27	110.0	2.041392685158225
1PXO	8059.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 30	800.0	2.9030899869919438
1PXO	8060.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 31	160.0	2.2041199826559246
1PXO	8061.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 32	2.0	0.3010299956639812
1PXO	8069.0	CS18	190.0	2.278753600952829
1PXP	8040.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 11	80.0	1.9030899869919435
1PXP	8041.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 12	20000.0	4.301029995663981
1PXP	8042.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 13	670.0	2.8260748027008264
1PXP	8043.0	CS13	151.0	2.1789769472931693
1PXP	8044.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 15	1200.0	3.0791812460476247
1PXP	8045.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 16	100.0	2.0
1PXP	8046.0	CS14	121.0	2.0827853703164503
1PXP	8053.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 24	140.0	2.146128035678238
1PXP	8063.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 34	4100.0	3.6127838567197355
1PXP	8064.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 35	400.0	2.6020599913279625
1PXP	8066.0	2-Anilino-4-(thiazol-5-yl)pyrimidine deriv. 37	220.0	2.342422680822206
1PXP	8068.0	CS20	45.0	1.6532125137753437
1PYE	6676.0	aminoimidazo[1,2-a]pyridine deriv. 13	324.0	2.510545010206612
1PYE	6677.0	aminoimidazo[1,2-a]pyridine deriv. 14	122.0	2.0863598306747484
1PYE	6678.0	aminoimidazo[1,2-a]pyridine deriv. 15	102.0	2.0086001717619175
1PYE	6680.0	aminoimidazo[1,2-a]pyridine deriv. 38	68.0	1.8325089127062364
1PYE	6681.0	aminoimidazo[1,2-a]pyridine deriv. 42	121.0	2.0827853703164503
1PYE	6687.0	aminoimidazo[1,2-a]pyridine deriv. 31	33.0	1.5185139398778875
1PYE	6688.0	aminoimidazo[1,2-a]pyridine deriv. 25	63.0	1.7993405494535817
1PYE	6691.0	aminoimidazo[1,2-a]pyridine deriv. 6	1927.0	3.284881714655453
1PYE	6692.0	aminoimidazo[1,2-a]pyridine deriv. 7	428.0	2.6314437690131722
1PYE	6693.0	aminoimidazo[1,2-a]pyridine deriv. 8	1068.0	3.0285712526925375
1PYE	6694.0	aminoimidazo[1,2-a]pyridine deriv. 9	1294.0	3.1119342763326814
1PYE	6695.0	aminoimidazo[1,2-a]pyridine deriv. 10	603.0	2.780317312140151
1PYE	6697.0	aminoimidazo[1,2-a]pyridine deriv. 12	53.0	1.724275869600789
1PYE	6700.0	aminoimidazo[1,2-a]pyridine deriv. 40	1711.0	3.2332500095411003
1PYE	6701.0	aminoimidazo[1,2-a]pyridine deriv. 41	2538.0	3.404491617758686
1Q1M	13990.0	Isoxazole carboxylic acid analog 1	6900.0	3.838849090737255
1Q1M	13991.0	Isoxazole carboxylic acid analog 2	216000.0	5.334453751150931
1Q1M	13992.0	Isoxazole carboxylic acid analog 3	122000.0	5.086359830674748
1Q1M	13993.0	Isoxazole carboxylic acid analog 4	60300.0	4.780317312140151
1Q1M	13994.0	Isoxazole carboxylic acid analog 5	23000.0	4.361727836017593
1Q1M	13995.0	Isoxazole carboxylic acid analog 6	11500.0	4.060697840353612
1Q1M	13997.0	Isoxazole carboxylic acid analog 8	920.0	2.963787827345555
1Q1M	50133280.0	CHEMBL133541	5700.0	3.7558748556724915
1Q1M	50133281.0	CHEMBL115406	800000.0	5.903089986991944
1Q6J	13593.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 1	8040.0	3.905256048748451
1Q6J	13595.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 2	16.0	1.2041199826559248
1Q6J	13596.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 3	13.0	1.1139433523068367
1Q6J	13599.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 6	3.0	0.47712125471966244
1Q6J	13815.0	benzotriazole phenyldifluoromethylphosphonic acid compound 2	109.0	2.037426497940624
1Q6J	50142323.0	CHEMBL267488	5.0	0.6989700043360189
1Q6J	50142328.0	CHEMBL268903	84.0	1.9242792860618816
1Q6J	50142331.0	CHEMBL9339	89.0	1.9493900066449128
1Q6J	50142332.0	CHEMBL9363	8040.0	3.905256048748451
1Q6J	50142334.0	CHEMBL9374	4070.0	3.60959440922522
1Q6J	50142335.0	CHEMBL274435	120.0	2.0791812460476247
1Q6M	13593.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 1	8040.0	3.905256048748451
1Q6M	13595.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 2	16.0	1.2041199826559248
1Q6M	13596.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 3	13.0	1.1139433523068367
1Q6M	13598.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 5	38.0	1.5797835966168101
1Q6M	13599.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 6	3.0	0.47712125471966244
1Q6M	13815.0	benzotriazole phenyldifluoromethylphosphonic acid compound 2	109.0	2.037426497940624
1Q6M	50142323.0	CHEMBL267488	5.0	0.6989700043360189
1Q6M	50142326.0	CHEMBL276648	370.0	2.568201724066995
1Q6M	50142328.0	CHEMBL268903	84.0	1.9242792860618816
1Q6M	50142332.0	CHEMBL9363	8040.0	3.905256048748451
1Q6N	13595.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 2	16.0	1.2041199826559248
1Q6N	13598.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 5	38.0	1.5797835966168101
1Q6N	13815.0	benzotriazole phenyldifluoromethylphosphonic acid compound 2	109.0	2.037426497940624
1Q6N	50142323.0	CHEMBL267488	5.0	0.6989700043360189
1Q6N	50142324.0	CHEMBL418703	32.0	1.505149978319906
1Q6N	50142325.0	CHEMBL273474	62.0	1.792391689498254
1Q6N	50142329.0	CHEMBL9473	19.0	1.2787536009528289
1Q6N	50142330.0	CHEMBL8662	88.0	1.9444826721501687
1Q6N	50142331.0	CHEMBL9339	89.0	1.9493900066449128
1Q6N	50142333.0	CHEMBL9321	46.0	1.662757831681574
1Q6N	50142334.0	CHEMBL9374	4070.0	3.60959440922522
1Q6N	50142335.0	CHEMBL274435	120.0	2.0791812460476247
1Q6P	13593.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 1	8040.0	3.905256048748451
1Q6P	13595.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 2	16.0	1.2041199826559248
1Q6P	13596.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 3	13.0	1.1139433523068367
1Q6P	13598.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 5	38.0	1.5797835966168101
1Q6P	13599.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 6	3.0	0.47712125471966244
1Q6P	13600.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 7	10.0	1.0
1Q6P	13601.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 8	6.0	0.7781512503836436
1Q6P	13602.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 9	12.0	1.0791812460476249
1Q6P	50142326.0	CHEMBL276648	370.0	2.568201724066995
1Q6P	50142328.0	CHEMBL268903	84.0	1.9242792860618816
1Q6P	50142332.0	CHEMBL9363	8040.0	3.905256048748451
1Q6S	13595.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 2	16.0	1.2041199826559248
1Q6S	13598.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 5	38.0	1.5797835966168101
1Q6S	13599.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 6	3.0	0.47712125471966244
1Q6S	13600.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 7	10.0	1.0
1Q6S	13601.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 8	6.0	0.7781512503836436
1Q6S	13602.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 9	12.0	1.0791812460476249
1Q6S	13603.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 10	6.0	0.7781512503836436
1Q6S	13604.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 11	5.0	0.6989700043360189
1Q6S	13605.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 12	11.0	1.0413926851582251
1Q6S	50142325.0	CHEMBL273474	62.0	1.792391689498254
1Q6S	50142333.0	CHEMBL9321	46.0	1.662757831681574
1Q6S	50308854.0	CHEMBL590235	5.0	0.6989700043360189
1Q6T	13595.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 2	16.0	1.2041199826559248
1Q6T	13598.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 5	38.0	1.5797835966168101
1Q6T	13599.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 6	3.0	0.47712125471966244
1Q6T	13600.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 7	10.0	1.0
1Q6T	13601.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 8	6.0	0.7781512503836436
1Q6T	13602.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 9	12.0	1.0791812460476249
1Q6T	13603.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 10	6.0	0.7781512503836436
1Q6T	13604.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 11	5.0	0.6989700043360189
1Q6T	13605.0	Aryldifluoromethyl-Phosphonic Acid Inhibitor 12	11.0	1.0413926851582251
1Q6T	50142322.0	CHEMBL9252	69.0	1.8388490907372552
1Q6T	50142325.0	CHEMBL273474	62.0	1.792391689498254
1Q6T	50142326.0	CHEMBL276648	370.0	2.568201724066995
1Q6T	50142328.0	CHEMBL268903	84.0	1.9242792860618816
1Q6T	50308854.0	CHEMBL590235	5.0	0.6989700043360189
1QFS	50037602.0	CHEMBL119398	9.0	0.9542425094393249
1QFS	50037609.0	CHEMBL420706	9.0	0.9542425094393249
1QFS	50037614.0	CHEMBL324799	2020.0	3.305351369446624
1QFS	50051493.0	CHEMBL79993	0.33	-0.4814860601221125
1QFS	50051539.0	CHEMBL289651	2.0	0.3010299956639812
1QFS	50051547.0	CHEMBL311364	29.0	1.462397997898956
1QFS	50155838.0	CHEMBL189620	0.22	-0.6575773191777937
1QFS	50170689.0	CHEMBL362971	0.22	-0.6575773191777937
1QFS	50170709.0	CHEMBL362534	170.0	2.230448921378274
1QFS	50284126.0	CHEMBL169572	9.0	0.9542425094393249
1QXK	13981.0	phosphotyrosyl mimetic 11	200000.0	5.301029995663981
1QXK	13985.0	phosphotyrosyl mimetic 15	200000.0	5.301029995663981
1QXK	13987.0	phosphotyrosyl mimetic 20	9000.0	3.9542425094393248
1QXK	13988.0	phosphotyrosyl mimetic 21	2200.0	3.342422680822206
1QXK	50132459.0	CHEMBL106297	48600.0	4.686636269262293
1QXK	50132461.0	CHEMBL104371	3200.0	3.505149978319906
1QXK	50132464.0	CHEMBL325319	13800.0	4.139879086401237
1QXK	50132465.0	CHEMBL107729	160.0	2.2041199826559246
1QXK	50132469.0	CHEMBL320065	9400.0	3.9731278535996988
1QXK	50308851.0	CHEMBL341103	9000.0	3.9542425094393248
1R78	10096.0	4-alkynyl oxindole 7b	21.0	1.3222192947339193
1R78	10097.0	4-alkynyl oxindole 7c	26.0	1.414973347970818
1R78	10098.0	4-alkynyl oxindole 7d	4.0	0.6020599913279624
1R78	10099.0	4-alkynyl oxindole 7e	3.0	0.47712125471966244
1R78	10100.0	4-alkynyl oxindole 7f	4.0	0.6020599913279624
1R78	10101.0	4-alkynyl oxindole 7g	5.0	0.6989700043360189
1R78	10102.0	4-alkynyl oxindole 7h	8.0	0.9030899869919435
1R78	10103.0	4-alkynyl oxindole 7i	21.0	1.3222192947339193
1R78	10105.0	4-alkynyl oxindole 7k	9.0	0.9542425094393249
1R78	10106.0	4-alkynyl oxindole 7l	7.0	0.8450980400142568
1R78	10107.0	4-alkynyl oxindole 7m	18.0	1.255272505103306
1R78	10109.0	4-alkynyl oxindole 7o	3.0	0.47712125471966244
1R78	10110.0	4-alkynyl oxindole 7p	4.0	0.6020599913279624
1R78	10111.0	4-alkynyl oxindole 7q	6.0	0.7781512503836436
1R78	10113.0	4-alkynyl oxindole 7s	4.0	0.6020599913279624
1R78	10114.0	4-alkynyl oxindole 7t	5.0	0.6989700043360189
1ROB	50118239.0	CHEMBL130266	647000.0	5.810904280668701
1ROB	50233301.0	CHEMBL258728	103000.0	5.012837224705172
1ROB	50292715.0	CHEMBL445773	77000.0	4.886490725172482
1ROB	50292718.0	CHEMBL513623	203000.0	5.307496037913213
1ROB	50292719.0	CHEMBL444258	172000.0	5.235528446907549
1ROB	50292720.0	CHEMBL460902	179000.0	5.252853030979893
1ROB	50292721.0	CHEMBL504858	41.0	1.6127838567197355
1ROB	50292722.0	CHEMBL460741	82000.0	4.913813852383717
1ROB	50292723.0	CHEMBL447360	7100.0	3.8512583487190755
1ROB	50298711.0	CHEMBL582887	7000.0	3.845098040014257
1ROB	50310540.0	CHEMBL307679	844200.0	5.926445347818389
1ROB	50331792.0	CHEMBL1288589	193000.0	5.285557309007774
1ROB	50342006.0	CHEMBL1765476	61000.0	4.785329835010767
1RPF	50233301.0	CHEMBL258728	103000.0	5.012837224705172
1RPF	50292715.0	CHEMBL445773	77000.0	4.886490725172482
1RPF	50292718.0	CHEMBL513623	203000.0	5.307496037913213
1RPF	50292719.0	CHEMBL444258	172000.0	5.235528446907549
